,app_name,publisher,discount_price,early_access,genres,id,metascore,price,developer,release_date,reviews_url,sentiment,tags,title,url
3942,Boomerang X,Devolver Digital,239.99,0,"Action,Indie",1170060.0,81.0,239.99,DANG!Devolver Digital,8 Jul 2021,http://steamcommunity.com/app/1170060/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Arena Shooter,Fast-Paced,Stylized,First-Person,Bullet Time,Parkour,Colorful,Difficult,FPS,Ninja,Singleplayer,3D,Shooter,Combat,Action,Indie,Great Soundtrack,Atmospheric",Boomerang X,https://store.steampowered.com/app/1170060/Boomerang_X/
4211,SCARLET NEXUS,BANDAI NAMCO Entertainment,4499.45,0,"Action,Adventure,RPG",775500.0,79.0,4499.45,BANDAI NAMCO Studios Inc.BANDAI NAMCO Entertainment,24 Jun 2021,http://steamcommunity.com/app/775500/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action,RPG,Anime,Adventure,Action RPG,JRPG,Sci-fi,Action-Adventure,Combat,Character Action Game,Open World,Fighting,Interactive Fiction,Fantasy,Strategy RPG,Futuristic,CRPG,Character Customization,Singleplayer,Post-apocalyptic",SCARLET NEXUS,https://store.steampowered.com/app/775500/SCARLET_NEXUS/
4379,Roguebook,Nacon,736.91,0,"Adventure,Indie,RPG,Strategy",1076200.0,78.0,736.91,Abrakam Entertainment SANacon,17 Jun 2021,http://steamcommunity.com/app/1076200/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Roguelike Deckbuilder,Roguelite,Card Game,Adventure,Strategy RPG,Turn-Based Strategy,Cartoon,Colorful,Strategy,Hand-drawn,Roguelike,Fantasy,Loot,Lore-Rich,Magic,Deckbuilding,Turn-Based Combat,Procedural Generation,2D,Singleplayer",Roguebook,https://store.steampowered.com/app/1076200/Roguebook/
4415,They Always Run,Alawar Premium,57.79,0,"Action,Adventure",1585440.0,73.0,57.79,Alawar PremiumAlawar Premium,20 Oct 2021,http://steamcommunity.com/app/1585440/reviews/?browsefilter=mostrecent&p=1,Very Positive,"2D Platformer,Indie,Hack and Slash,Side Scroller,Parkour,Action-Adventure,Story Rich,Atmospheric,Singleplayer,Platformer,2D,Action,Hand-drawn,Stylized,Fantasy,Combat,Ninja,Adventure,Sci-fi,Space",They Always Run,https://store.steampowered.com/app/1585440/They_Always_Run/
4446,Dark Deity,Freedom Games,132.98,0,"Adventure,Indie,RPG,Strategy",1374840.0,80.0,132.98,Sword &amp; Axe LLCFreedom Games,15 Jun 2021,http://steamcommunity.com/app/1374840/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Turn-Based Tactics,Tactical RPG,Turn-Based Strategy,Party-Based RPG,Adventure,Perma Death,Strategy RPG,Character Customization,Indie,JRPG,Strategy,RPG,2D,Top-Down,Pixel Graphics,Anime,Lore-Rich,Story Rich,Turn-Based Combat,Fantasy",Dark Deity,https://store.steampowered.com/app/1374840/Dark_Deity/
4513,Chicory: A Colorful Tale,Finji,224.99,0,"Adventure,Indie,RPG",1123450.0,90.0,224.99,"Greg Lobanov, Alexis Dean-Jones, Lena Raine, Madeline Berger, A Shell in the PitFinji",10 Jun 2021,http://steamcommunity.com/app/1123450/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Indie,Adventure,RPG,Great Soundtrack,Emotional,Colorful,Story Rich,Cute,Local Co-Op,Funny,Puzzle,Singleplayer,2D,Relaxing,Co-op,LGBTQ+,Psychological Horror,Casual",Chicory: A Colorful Tale,https://store.steampowered.com/app/1123450/Chicory_A_Colorful_Tale/
4637,Overboard!,inkle Ltd,125.99,0,"Adventure,Indie",1546920.0,81.0,179.99,inkle Ltdinkle Ltd,2 Jun 2021,http://steamcommunity.com/app/1546920/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Adventure,Interactive Fiction,Detective,Puzzle,Choose Your Own Adventure,Hand-drawn,Conversation,Dark Comedy,Choices Matter,Comedy,Female Protagonist,Historical,Text-Based,Visual Novel,Comic Book,Replay Value,Mystery,2D,Minimalist,Drama",Overboard!,https://store.steampowered.com/app/1546920/Overboard/
4842,Port Royale 4 - Buccaneers,Kalypso Media ,149.25,0,"Simulation,Strategy",1521130.0,68.0,199.0,Gaming Minds StudiosKalypso Media ,21 May 2021,http://steamcommunity.com/app/1521130/reviews/?browsefilter=mostrecent&p=1,Mixed,"Strategy,Simulation,Pirates,Trading",Port Royale 4 - Buccaneers,https://store.steampowered.com/app/1521130/Port_Royale_4__Buccaneers/
4851,Knockout City™,Electronic Arts,269.55,0,"Action,Adventure,Indie,Sports",1301210.0,80.0,269.55,Velan StudiosElectronic Arts,21 May 2021,http://steamcommunity.com/app/1301210/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Multiplayer,Sports,Team-Based,Action-Adventure,Third Person,Action,PvP,Physics,Co-op,Adventure,Competitive,LGBTQ+,Indie,Fighting,Fast-Paced,Free to Play,Singleplayer,Character Customization,Action Roguelike,Controller",Knockout City™,https://store.steampowered.com/app/1301210/Knockout_City/
4873,The Wild at Heart,Humble Games,114.99,0,"Adventure,Indie,Strategy",1093290.0,76.0,114.99,Moonlight KidsHumble Games,19 May 2021,http://steamcommunity.com/app/1093290/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Story Rich,Puzzle,Action-Adventure,2D,Stylized,Hand-drawn,Colorful,Fantasy,Family Friendly,Time Management,Strategy,Atmospheric,Emotional,Crafting,Resource Management,Adventure,Loot,Survival,Singleplayer,Indie",The Wild at Heart,https://store.steampowered.com/app/1093290/The_Wild_at_Heart/
4894,AMID EVIL,New Blood Interactive,0.0,0,"Action,Adventure,Indie",673130.0,85.0,0.0,IndefatigableNew Blood Interactive,20 Jun 2019,http://steamcommunity.com/app/673130/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"FPS,Retro,Dark Fantasy,Action,Shooter,Magic,Old School,Psychedelic,First-Person,Surreal,Singleplayer,Arena Shooter,Great Soundtrack,Fantasy,Beautiful,Atmospheric,1990's,Sci-fi,Colorful,Soundtrack",AMID EVIL,https://store.steampowered.com/app/673130/AMID_EVIL/
4978,Retro Machina,Super.com,149.99,0,"Action,Adventure,Indie",1127970.0,64.0,249.99,Orbit StudioSuper.com,12 May 2021,http://steamcommunity.com/app/1127970/reviews/?browsefilter=mostrecent&p=1,Very Positive,"2D,Action,Puzzle,Hand-drawn,Indie,Adventure,Puzzle Platformer,Exploration,Mystery,Stylized,Singleplayer,Colorful,Action-Adventure,Atmospheric,Story Rich,Relaxing,Collectathon,Sci-fi,Isometric,Dystopian",Retro Machina,https://store.steampowered.com/app/1127970/Retro_Machina/
4988,HUNTDOWN,Coffee Stain Publishing,51.99,0,"Action,Indie",598550.0,85.0,51.99,Easy Trigger GamesCoffee Stain Publishing,12 May 2021,http://steamcommunity.com/app/598550/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Action,Indie,Side Scroller,Pixel Graphics,2D,Cyberpunk,Retro,Shooter,Co-op,Comedy,Arcade,Platformer,Violent,Shoot 'Em Up,Local Co-Op,Great Soundtrack",HUNTDOWN,https://store.steampowered.com/app/598550/HUNTDOWN/
5056,Demeo,Unknown,263.99,0,Unknown,1484280.0,83.0,329.99,Unknown,unknown,http://steamcommunity.com/app/1484280/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Tabletop,Online Co-Op,RPG,Strategy,Board Game,Turn-Based Strategy,Adventure,Dungeon Crawler,Turn-Based Tactics,Multiplayer,VR,Turn-Based Combat,Roguelite,Fantasy,Dark,Magic,Class-Based,Stealth,Co-op,Old School",Demeo,https://store.steampowered.com/app/1484280/Demeo/
5187,ACE COMBAT™ 7: SKIES UNKNOWN - FB-22 Strike Raptor Set,BANDAI NAMCO Entertainment,174.5,0,"Action,Simulation",1561363.0,78.0,349.0,BANDAI NAMCO Studios Inc.BANDAI NAMCO Entertainment,27 Apr 2021,http://steamcommunity.com/app/1561363/reviews/?browsefilter=mostrecent&p=1,Positive,"Action,Simulation",ACE COMBAT™ 7: SKIES UNKNOWN - FB-22 Strike Raptor Set,https://store.steampowered.com/app/1561363/ACE_COMBAT_7_SKIES_UNKNOWN__FB22_Strike_Raptor_Set/
5193,ACE COMBAT™ 7: SKIES UNKNOWN - F-16XL Set,BANDAI NAMCO Entertainment,174.5,0,"Action,Simulation",1561361.0,78.0,349.0,BANDAI NAMCO Studios Inc.BANDAI NAMCO Entertainment,27 Apr 2021,http://steamcommunity.com/app/1561361/reviews/?browsefilter=mostrecent&p=1,Unknown,"Action,Simulation,Co-op,Third Person,Shooter,Multiplayer,Singleplayer,Local Multiplayer,Flight",ACE COMBAT™ 7: SKIES UNKNOWN - F-16XL Set,https://store.steampowered.com/app/1561361/ACE_COMBAT_7_SKIES_UNKNOWN__F16XL_Set/
5197,Clan O'Conall and the Crown of the Stag,HitGrab,179.99,0,"Action,Adventure,Indie",843180.0,78.0,179.99,HitGrabHitGrab,27 Apr 2021,http://steamcommunity.com/app/843180/reviews/?browsefilter=mostrecent&p=1,Positive,"Action-Adventure,Mythology,Hand-drawn,Cartoon,Colorful,Puzzle,Singleplayer,2D Platformer,Atmospheric,Puzzle Platformer,Indie,Exploration,Casual,Beat 'em up,Controller,Adventure,Action,Medieval,Family Friendly,Cartoony",Clan O'Conall and the Crown of the Stag,https://store.steampowered.com/app/843180/Clan_OConall_and_the_Crown_of_the_Stag/
5272,Silicon Dreams  |  cyberpunk interrogation,Clockwork Bird,179.99,0,"Adventure,Indie,Simulation",1272070.0,81.0,179.99,"James Patton, Clockwork BirdClockwork Bird",20 Apr 2021,http://steamcommunity.com/app/1272070/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Choices Matter,Story Rich,Investigation,Conversation,Cyberpunk,Multiple Endings,Adventure,Emotional,Experimental,Detective,Atmospheric,Sci-fi,Political,Dystopian,Futuristic,Singleplayer,Visual Novel,First-Person,Indie,Point & Click",Silicon Dreams  |  cyberpunk interrogation,https://store.steampowered.com/app/1272070/Silicon_Dreams____cyberpunk_interrogation/
5278,Cook-Out,Unknown,168.74,0,Unknown,1523720.0,86.0,224.99,Unknown,unknown,http://steamcommunity.com/app/1523720/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Cooking,VR,Time Management,Arcade,Management,Team-Based,Cartoony,3D,First-Person,Casual,Simulation,Colorful,Family Friendly,Fantasy,6DOF,Resource Management,Co-op,Co-op Campaign,Multiplayer,Online Co-Op",Cook-Out,https://store.steampowered.com/app/1523720/CookOut/
5323,FireFly,"CoughCat Software, Atomature, WardenCat",0.0,0,Adventure,1013980.0,86.0,0.0,"WardenCatCoughCat Software, Atomature, WardenCat",30 Sep 2019,http://steamcommunity.com/app/1013980/reviews/?browsefilter=mostrecent&p=1,Unknown,"Adventure,RPG,Indie,Story Rich,Lore-Rich,Emotional",FireFly,https://store.steampowered.com/app/1013980/FireFly/
5402,Say No! More,Thunderful Publishing,107.99,0,"Casual,Indie",1191900.0,67.0,179.99,Studio FizbinThunderful Publishing,9 Apr 2021,http://steamcommunity.com/app/1191900/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Indie,Funny,Casual,Comedy,Singleplayer,Cute,Colorful,Experimental,Adventure,Satire,Action,Beat 'em up,Action-Adventure,Arcade,On-Rails Shooter,Cartoon,Third-Person Shooter,Cartoony,Pixel Graphics,Stylized",Say No! More,https://store.steampowered.com/app/1191900/Say_No_More/
5428,Second Sight,THQ Nordic,64.99,0,Action,11550.0,73.0,129.99,Free Radical DesignTHQ Nordic,15 Feb 2005,http://steamcommunity.com/app/11550/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action,Third-Person Shooter,Classic,Stealth,Story Rich,Psychological,Cult Classic",Second Sight,https://store.steampowered.com/app/11550/Second_Sight/
5626,Kaze and the Wild Masks,SOEDESCO,50.99,0,"Action,Adventure,Casual,Indie",829280.0,82.0,50.99,PixelHiveSOEDESCO,26 Mar 2021,http://steamcommunity.com/app/829280/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"1990's,Old School,2D,Cartoony,Family Friendly,Casual,Precision Platformer,Difficult,Pixel Graphics,Retro,Indie,Platformer,2D Platformer,Fast-Paced,Singleplayer,Adventure,Action,Female Protagonist,Colorful,Cute",Kaze and the Wild Masks,https://store.steampowered.com/app/829280/Kaze_and_the_Wild_Masks/
5776,Mundaun,MWM Interactive,134.99,0,"Action,Adventure,Indie",720350.0,72.0,224.99,Hidden FieldsMWM Interactive,16 Mar 2021,http://steamcommunity.com/app/720350/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Hand-drawn,Psychological Horror,Stylized,Horror,Story Rich,Adventure,Singleplayer,Foreign,Dark,Mystery,First-Person,Exploration,Atmospheric,Thriller,Surreal,Nature,Emotional,Cinematic,Controller,3D",Mundaun,https://store.steampowered.com/app/720350/Mundaun/
5780,Eximius: Seize the Frontline,Ammobox Studios,112.15,0,"Action,Strategy",505740.0,53.0,112.15,Ammobox StudiosAmmobox Studios,16 Mar 2021,http://steamcommunity.com/app/505740/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Co-op,First-Person,3D,Futuristic,Multiplayer,Online Co-Op,RTS,Sci-fi,Action,FPS,PvE,Strategy,Competitive,PvP,Post-apocalyptic,Shooter,Action RTS,eSports,Singleplayer,Hero Shooter",Eximius: Seize the Frontline,https://store.steampowered.com/app/505740/Eximius_Seize_the_Frontline/
5866,Stronghold: Warlords,FireFly Studios,244.76,0,"Simulation,Strategy",907650.0,65.0,244.76,FireFly StudiosFireFly Studios,9 Mar 2021,http://steamcommunity.com/app/907650/reviews/?browsefilter=mostrecent&p=1,Mixed,"City Builder,Real Time Tactics,Colony Sim,Building,Sandbox,Economy,Medieval,Management,Military,War,Base Building,RTS,Strategy,Real-Time,Isometric,Top-Down,Historical,Open World,Simulation,Resource Management",Stronghold: Warlords,https://store.steampowered.com/app/907650/Stronghold_Warlords/
5936,Everhood,"Foreign Gnomes, Surefire.Games",129.99,0,"Action,Adventure,Indie,RPG",1229380.0,84.0,129.99,"Chris Nordgren, Jordi RocaForeign Gnomes, Surefire.Games",4 Mar 2021,http://steamcommunity.com/app/1229380/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Great Soundtrack,Music,Story Rich,2D,Singleplayer,Bullet Hell,RPG,Surreal,Psychedelic,Pixel Graphics,Rhythm,2.5D,Action-Adventure,Colorful,Multiple Endings,Action,Indie,Level Editor,Adventure,Epic",Everhood,https://store.steampowered.com/app/1229380/Everhood/
6041,The Sinking City,Nacon,164.58,0,"Action,Adventure,RPG",750130.0,71.0,164.58,FrogwaresNacon,26 Feb 2021,http://steamcommunity.com/app/750130/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Third-Person Shooter,Story Rich,RPG,Exploration,Lovecraftian,Action RPG,Action-Adventure,Third Person,Detective,Horror,Psychological Horror,Open World,Choices Matter,Conversation,Action,Narration,Realistic,Adventure,Thriller,Atmospheric",The Sinking City,https://store.steampowered.com/app/750130/The_Sinking_City/
6055,Breathedge,"HypeTrain Digital, RedRuins Softworks",167.99,0,"Action,Adventure,Indie,Simulation",738520.0,71.0,279.99,"RedRuins SoftworksHypeTrain Digital, RedRuins Softworks",25 Feb 2021,http://steamcommunity.com/app/738520/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Open World Survival Craft,Space,Survival,Singleplayer,Indie,Sandbox,Base Building,Sci-fi,Atmospheric,First-Person,Adventure,Crafting,Open World,Exploration,Early Access,Action,Aliens,Simulation,Action-Adventure,Futuristic",Breathedge,https://store.steampowered.com/app/738520/Breathedge/
6211,Nebuchadnezzar,Nepos Games,146.24,0,"Free to Play,Indie,Simulation,Strategy",1157220.0,73.0,224.99,Nepos GamesNepos Games,17 Feb 2021,http://steamcommunity.com/app/1157220/reviews/?browsefilter=mostrecent&p=1,Very Positive,"City Builder,Sandbox,Building,Economy,Management,Trading,RTS,Isometric,Tutorial,Strategy,2D,Historical,Simulation,Hand-drawn,Moddable,Retro,Foreign,Resource Management,Singleplayer,Indie",Nebuchadnezzar,https://store.steampowered.com/app/1157220/Nebuchadnezzar/
6214,Shattered - Tale of the Forgotten King,Redlock Studio,329.99,0,"Action,Adventure,Indie,RPG",1045180.0,68.0,329.99,Redlock StudioRedlock Studio,17 Feb 2021,http://steamcommunity.com/app/1045180/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Action,Adventure,Indie,RPG,Dark Fantasy,Third Person,Exploration,Atmospheric,Dark,Difficult,Action RPG,Story Rich,Singleplayer,Lore-Rich,Replay Value,Early Access",Shattered - Tale of the Forgotten King,https://store.steampowered.com/app/1045180/Shattered__Tale_of_the_Forgotten_King/
6292,Little Nightmares II,BANDAI NAMCO Entertainment,0.0,0,Adventure,860510.0,83.0,0.0,Tarsier StudiosBANDAI NAMCO Entertainment,10 Feb 2021,http://steamcommunity.com/app/860510/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Horror,Adventure,Singleplayer,Puzzle,Dark,Atmospheric,Psychological Horror,Story Rich,Action-Adventure,Stealth,Puzzle Platformer,Indie,Platformer,Great Soundtrack,Multiplayer,Thriller,Action,2.5D,Co-op,Violent",Little Nightmares II,https://store.steampowered.com/app/860510/Little_Nightmares_II/
6395,Bloodroots,Paper Cult,0.0,0,"Action,Indie",820540.0,76.0,0.0,Paper CultPaper Cult,12 Mar 2021,http://steamcommunity.com/app/820540/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Western,Top-Down Shooter,Blood,Hack and Slash,Beat 'em up,Fast-Paced,Gore,Violent,Difficult,Action,Top-Down,Singleplayer",Bloodroots,https://store.steampowered.com/app/820540/Bloodroots/
6502,Sarawak,Cowleyfornia Studios ,0.0,0,"Adventure,Indie",1249430.0,78.0,0.0,Cowleyfornia StudiosCowleyfornia Studios ,27 Jan 2021,http://steamcommunity.com/app/1249430/reviews/?browsefilter=mostrecent&p=1,Unknown,"Adventure,Indie,Stylized,Interactive Fiction,Text-Based,Mystery,Relaxing,Story Rich,Singleplayer,Visual Novel,Choose Your Own Adventure,2D,Detective,Investigation,Conversation,Female Protagonist,Choices Matter",Sarawak,https://store.steampowered.com/app/1249430/Sarawak/
6552,Atelier Ryza 2: Lost Legends & the Secret Fairy,"KOEI TECMO GAMES CO., LTD.",2499.0,0,RPG,1257290.0,84.0,2499.0,"KOEI TECMO GAMES CO., LTD.KOEI TECMO GAMES CO., LTD.",25 Jan 2021,http://steamcommunity.com/app/1257290/reviews/?browsefilter=mostrecent&p=1,Very Positive,"JRPG,Female Protagonist,RPG,Anime,Fantasy,Adventure,Singleplayer,Sexual Content,Crafting,Open World,Cute,Mature,Action,Simulation,Story Rich,Casual,Nudity,Hentai,Turn-Based",Atelier Ryza 2: Lost Legends &amp; the Secret Fairy,https://store.steampowered.com/app/1257290/Atelier_Ryza_2_Lost_Legends__the_Secret_Fairy/
6675,Sunlight,Krillbite Studio,53.99,0,"Adventure,Indie",1451120.0,83.0,53.99,Krillbite StudioKrillbite Studio,14 Jan 2021,http://steamcommunity.com/app/1451120/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Adventure,Experimental,Walking Simulator,3D,Abstract,Cinematic,Hand-drawn,Stylized,Emotional,Nature,Philosophical,Relaxing,Story Rich,Narration,Open World,Procedural Generation,Singleplayer,Atmospheric,Short,Indie",Sunlight,https://store.steampowered.com/app/1451120/Sunlight/
7026,Calico,"Whitethorn Digital, Maple Whispering Limited",91.99,0,"Casual,Indie,RPG,Simulation",1112890.0,57.0,91.99,"Peachy Keen GamesWhitethorn Digital, Maple Whispering Limited",15 Dec 2020,http://steamcommunity.com/app/1112890/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Casual,Cute,Indie,Simulation,Open World,Cats,LGBTQ+,Female Protagonist,Singleplayer,RPG,Relaxing,Character Customization,Family Friendly,Life Sim,3D,Building,Magic,Anime,Dog,Horses",Calico,https://store.steampowered.com/app/1112890/Calico/
7073,Shady Part of Me,Focus Home Interactive,299.99,0,Indie,1116580.0,78.0,749.99,Douze DixièmesFocus Home Interactive,10 Dec 2020,http://steamcommunity.com/app/1116580/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Indie,Platformer,Puzzle,Female Protagonist,Atmospheric,3D Platformer,Singleplayer,Psychological,Adventure,Casual,Short,Linear,Physics,Horror,Puzzle Platformer",Shady Part of Me,https://store.steampowered.com/app/1116580/Shady_Part_of_Me/
7148,Deadly Dozen: Pacific Theater,Ziggurat,77.99,0,"Action,Strategy",1267930.0,79.0,129.99,N-Fusion InteractiveZiggurat,11 Nov 2002,http://steamcommunity.com/app/1267930/reviews/?browsefilter=mostrecent&p=1,Positive,"World War II,Third-Person Shooter,Strategy,FPS,Stealth,Action,War,Driving,Shooter,3D,First-Person,Third Person,Simulation,Combat,Inventory Management,Singleplayer",Deadly Dozen: Pacific Theater,https://store.steampowered.com/app/1267930/Deadly_Dozen_Pacific_Theater/
7171,Lonely Mountains: Downhill,Thunderful Publishing,78.33,0,"Indie,Racing,Sports",711540.0,80.0,78.33,Megagon IndustriesThunderful Publishing,23 Oct 2019,http://steamcommunity.com/app/711540/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Racing,Indie,Sports,Bikes,Physics,Singleplayer,Fast-Paced,Action,Difficult,Cycling,Open World,Funny,3D,Atmospheric,Offroad,Simulation,Competitive,Driving,Realistic,Multiplayer",Lonely Mountains: Downhill,https://store.steampowered.com/app/711540/Lonely_Mountains_Downhill/
